Book ID,Title,Author,Image URL,Book URL,Description,Age,Genres
612,Բարի հսկան,Վահագն Դավթյան,https://zangakbookstore.am/media/products/300x0/aaab60b837b646f57ff057cd7537de2f.jpg,https://zangakbookstore.am/bari-hskan,"Գիրքը Վիլյամ Սարոյանի մասին Վահագն Դավթյանի հուշագրու թյունն է։
Այն ծնվել է «բարի հսկա»ի հետ Երեւանում, Փարիզում, Ֆրեզնոյում հանդիպումներից եւ ուղեւորություններից։
Հետաքրքիր մանրամասներ են ներկայացված Սարոյանի գրակա նության, շրջապատի, կյանքի, ընտանիքի, ինչպես նաեւ որդու հետ բարդ հարաբերությունների մասին։
Դավթյանն անդրադառնում է նաեւ Արամ Սարոյանի եւ Գեյլ Սար գիսյանի կենսագրականներին՝ համադրելով եւ քննելով գրողի բնա վորության որոշ գծեր։
Վահագն Դավթյանը հուշագրությունն առաջին հրատարակու թյունից հետո ընդլայնել է՝ ավելացնելով անտիպ էջեր։
Վերանայված տարբերակը լույս է տեսնում առաջին անգամ։",13.0,"Կենսագրություն, Դրամա"
613,Տարաս Բուլբա,Նիկոլայ Գոգոլ,https://zangakbookstore.am/media/products/300x0/fb3d814f86378622d0bdbd9f45d794ad.jpg,https://zangakbookstore.am/taras-bulba-6,Իրադարձությունները տեղի են ունենում զապորոժյան կազակների միջավայրում XVII դարի առաջին կեսին։ Կազակների 1637-1638 թվականների ապստամբության պատմությունը Նիկոլայ Գոգոլի Տարաս Բուլբա վիպակի հիմքը դարձավ և ներկայացրեց  հերոսների ողբերգական ճակատագրերի կոնկրետ օրինակներ։,12.0,"Պատմական գեղարվեստական գրականություն, Արկածային"
614,Միայնակ ճամփորդը,Ներսեհ,https://zangakbookstore.am/media/products/300x0/564f207dccd696491b9273a15d3630b5.jpg,https://zangakbookstore.am/miaynak-champordy,"Գիրքը ճամփորդության և վեպի ժանրային համաձուլվածքով ամբողջական ստեղծագործություն է։ Հեղինակը իր տեսածն ու զգացածը՝ համեմած խոհագրությամբ, երբեմն հումորային շերտերով ներկայացնում է ընթերցողին, նրան դարձնելով իր ճամփորդությունների ուղեկիցը։",16.0,"Կատակերգություն, Պոեզիա"
615,Սերոտոնին,Միշել Ուելբեք,https://zangakbookstore.am/media/products/300x0/5d345baf8e66cdeb9d75b65b96a5492c.jpg,https://zangakbookstore.am/serotonin-1,"Հռչակավոր Միշել Ուելբեքը՝ բազմաթիվ մրցանակների, այդ թվում՝ Գոնկուրի դափնեկիրը, «Տարրական մասնիկներ», «Հնազանդություն» համաշխարհային բեսթսելերների հեղինակը, զարմացրեց բոլորին՝ գրելով կամերային վեպ ապաշխարհության, ափսոսանքի և կորած սիրո մասին: Գլխավոր հերոսը, լիովին հիասթափված կյանքից, թողնում է աշխատանքը և հեռանում տնից. նրա միակ ուղեկիցը դեղահաբերն են, որոնք մարմնին մատակարարում են սերոտոնին և լիովին սպանում շրջապատի հանդեպ ամեն մի հետաքրքրություն: 
Միշել Ուելբեքի «Սերոտոնինը» համարվում է հեղինակի վերջին 20 տարվա լավագույն վեպը, վեպ ավանդական արժեքների քայքայման և անձնական ծանր ճգնաժամի մասին:
Ընդհանուր առմամբ՝ գիրքն այն մասին է, թե ինչպես է ստացվում, որ հրացանից նշան բռնելով՝ թիրախում ինքդ քեզ ես տեսնում: 
2019 թվականի ապրիլի 19-ին Ֆրանսիայի նախագահ Էմանուել Մակրոնը Միշել Ուելբեքին հանձնեց երկրի բարձրագույն պարգևը՝ Պատվո լեգեոնի շքանշանը: Նախագահը գրողին բնութագրեց որպես խիստ նյութապաշտ աշխարհում վերջին ռոմանտիկը:",16.0,"Կենսագրություն, Դրամա"
616,Ռոստամ Զալ․ Հայ-իրանական դյուցազնավեպ,,https://zangakbookstore.am/media/products/300x0/9573c7bc234a1091b6772c9e575412cc.jpg,https://zangakbookstore.am/rustam-zal-hay-iranakan-dyutsaznavep,"Գրքում ընդգրկված են հայ-իրանական  «Ռոստամ Զալ» դյուցազնավեպի՝ նախկինում մամուլում հրատարակված և անտիպ պատումներ։  «Ռոստամ Զալի» տարբերակները գրառվել են 1880-1974թթ․ պատմական Հայաստանի տարբեր վայրերում։ Տարածման ու տեղայնացման առանձնահատկությունները, ընդհանուր մոտիվները, գեղարվեստական արտահայտչամիջոցները մատնանշում են  «Ռոստամ Զալի» հարազատությունը մեր վիպական ավանդությանը, հատկապես  «Սասնա ծռեր» էպոսին ու ժողովրդական հեքիաթներին։ Դրսևորվում են նաև բազմաթիվ զուգահեռներ իրանական  «Շահնամեի» հետ, որի ենթադրյալ սկզբնաղբյուրները ծագում են նույն բանավոր ավանդությունից, որից սերում է  «Ռոստամ Զալը»։",16.0,"Պատմական գեղարվեստական գրականություն, Պոեզիա"
617,Արքայի ամբողջ թիկնազորը,Ռոբերտ Փեն Ուորեն,https://zangakbookstore.am/media/products/300x0/bc22acd806f546b0235c4d88b5268b10.jpg,https://zangakbookstore.am/arqayi-ambokhj-tiknazory,"Հեղինակը վերնագիրը վերցրել է «Գնդլիկ Բլբլիկը» (Humpty Dumpty) մանկական շուտասելուկից: Վեպը խարիզմատիկ, պոպուլիստ գործիչ Վիլլի Ստարկի մասին է։ Հարավային մի նահանգում նա քաղաքական կոշտ գիծ է առաջ մղում Մեծ ճգնաժամի տարիներին: Ընդունված է համարել, որ կերպարի նախատիպն ԱՄՆ սենատոր Հյու Լոնգն է, որը սպանվեց 1935-ին:
Վեպը գրված է առաջին դեմքով։ Ջեկ Բարդենը նահանգապետի աջ ձեռքն է, նախկին լրագրող, որը ներկայացնում է իր շեֆի՝ Վիլլի Ստարկի քաղաքական վերելքի եւ կառավարման դրամատիկ դրվագները: Ստարկի կարիերան ներհյուսված է Ջեկ Բարդենի կյանքի պատմությանն ու փիլիսոփայական մտորումներին: «Վիլլի Ստարկի պատմությունն ու Ջեկ Բարդենի պատումը որոշ իմաստով միեւնույն պատմությունն են»,– նկատել է գրողը:",16.0,"Կենսագրություն, Դրամա"
618,Տեղատվություն,Վահագն Գրիգորյան,https://zangakbookstore.am/media/products/300x0/a80bf7ba489e202b12dded28d75048ae.jpg,https://zangakbookstore.am/tekhatvutyun,"«Տեղատվություն» վեպը շոշափում է մարդու բարոյական նկարագրի և անհատի ու հասարակության փոխհարաբերության պրոբլեմները: Վեպը հումորի ու սատիրայի լեզվով, այլաբանական ու իրապատում տարրերի միահյուսումով պատմում է, թե ինչ կարող է պատահել մարդուն, որը ներքին տեղատվություն է ապրում, մոռանում է հասարակության հանդեպ ունեցած իր պարտականությունները:
«Տեղատվություն» վեպն առաջին անգամ լույս է տեսել 1976 թվականին: Ներկա հրատարակությունը պատրաստելիս՝ հեղինակը կատարել է բազմաթիվ խմբագրական աշխատանքներ ու վերամշակումներ:",16.0,"Կենսագրություն, Կատակերգություն"
619,Հոգեգրություն,,https://zangakbookstore.am/media/products/300x0/493484699b352ec344bf74f2bfcd02fd.jpg,https://zangakbookstore.am/hogegrutyun,"Գրքում տեղ են գտել XX դարի առաջին կեսի եվրոպական 22 երկրներից սերող 40 բանաստեղծների ստեղծագործությունները՝ թարգմանված 20 լեզուներից:
Առաջնորդվելով Գոթֆրիդ Բենի «Քնարերգության հիմնախնդիրներ» զեկույցում (1951) մատնանշված այն հիմնավոր կասկածով, ըստ որի`«մեր ժամանակի ո՛չ մի, անգամ մեծագույն բանաստեղծ, իրենից հետո վեցից ութ կատարելապես ավարտուն բանաստեղծությունից ավելին չի թողել», փորձ է արված յուրաքանչյուր հեղինակի դեպքում պեղել, հայտնաբերել հենց այդ նշանակալից «վեցից ութ»-ը, քանի որ, ինչպես ասված է շարունակության մեջ`«մնացյալը կարող են հետաքրքրություն ներկայացնել զուտ հեղինակի կենսագրության կամ նրա ներքին զարգացման տեսանկյունից»:",16.0,"Դրամա, Ժամանակակից"
620,Մայրաքաղաք,Ռոբերտ Մենասե,https://zangakbookstore.am/media/products/300x0/9c523e0eec87a603e91285d680a248d9.jpg,https://zangakbookstore.am/mayraqakhaq,"Ավստրիացի գրող Ռոբերտ Մենասեի «Մայրաքաղաք» վեպում ծավալվող իրադաձությունների կենտրոնում Եվրամիության վեց պաշտոնատար անձինքն են, որոնք պատասխանատու են Եվրամիության տարեդարձը նշելու նախապատրաստական աշխատանքների համար: Տոնակատարությունները նախատեսված են Օսվենցիմում, որտեղ շատերն առաջարկում են տեղափոխել Եվրոպայի քաղաքական մայրաքաղաքը: Բացի բարձր հասարակության ներկայացուցիչներից՝ վեպում կա նաև մարդասպան, որը սպանել է ինչ-որ կարևոր մեկին…",16.0,"Կենսագրություն, Դետեկտիվ"
621,Որոգայթ,Ալեքսանդր Թոփչյան,https://zangakbookstore.am/media/products/300x0/8becda409cab103af85f98796868e015.jpg,https://zangakbookstore.am/orogayt,"Նախկին խորհրդային հանրապետության նախագահը բուժվելու պատրվակով խուճապահար փախչում է Եվրոպա։ Իր ապիկար և հանցագործ կառավարման հետևանքով երկրում ստեղծվել է պայթյունավտանգ իրավիճակ։ Նա այլևս չի կարող վերադառնալ և պատասխանատվությունից խուսափելու միակ հնարավորությունը դեմքի պլաստիկ գործողությունն է, օտար անունի տակ թաքնվելը և ուրիշ երկրի անձնագիր ձեռք բերելը։ Այսպիսով, նա փրկում է իր մարմինը անխուսափելի երկրային դատաստանից։ Սակայն ոչ հոգին։ Ուրի՛ի անվան տակ պատսպարված նա կարծես հնարավորություն է ստանում անկողմնակալ հայացքով գնահատելու իր ոչ հեռավոր անցյալըև իր ոճիրները՝ գործված սեփական երկրի և ժողովրդի հանդեպ։ Եվ փաստորեն իր ողջության օրոք կանգնում է Աստծո ատյանի առջև։ Արթնացող խիղճը նրան զրկում է քնից ու հանգստից։ Փոխված դեմքով և օտար անունով նա վերադառնում է հայրենիք, որպեսզի այնտե ղբարի գործեր անելով քավի իր անհամար մեղքերը։ Սակայն պարզվում է, որ դա ոչ միայն դյուրին չէ, այլև ծայր աստիճան վտանգավոր։",16.0,"Թրիլլեր, Դրամա"
622,Թեհրանի տանիքներ,Մահբոդ Սերաջի,https://zangakbookstore.am/media/products/300x0/a11848fab4fec00ebbc71ad40f5f5226.jpg,https://zangakbookstore.am/tehrani-taniqner,"Թեհրանի տանիքներ գիրքը պատմում է շահական վերջին տարիներին իրենց կյանքը գտնել փորձող չորս ընկերների մասին, որոնք անցնում են անասելի փորձությունների միջով, սիրում, հուսալքվում, բայց երբեք չեն կորցնում հավատն իրենց ընկերության նկատմամբ։ Քաղաքական թեթև նրբերանգով, յուրօրինակ երգիծանքով համեմված այս վեպը շատ տարիներ եղել է բեսթսելլեր արտասահմանյան մի շարք երկրներում։",16.0,"Կատակերգություն, Դրամա"
623,Վիկինգների արշավանքը,Ժան Օլիվյե,https://zangakbookstore.am/media/products/300x0/8fb8b71061826e3214483ff60bf1c9cf.jpg,https://zangakbookstore.am/vikingneri-arshavanqy,,16.0,Unknown
624,Մշո աղջիկ․ հայ դարավոր հիշողությունը,ժաննա Դավթյան,https://zangakbookstore.am/media/products/300x0/a06c6b7702af5b0b7603a36badad5dfd.jpg,https://zangakbookstore.am/msho-akhjik-hay-daravor-hishokhutyuny,,16.0,Unknown
625,Սեր լուսնեզրին,Մարգարիտ Դերանց,https://zangakbookstore.am/media/products/300x0/f38ff577b856ede0e288b1ccd31d5639.jpg,https://zangakbookstore.am/ser-lusnezrin,"Մարգարիտ Դերանցի «Սեր լուսնեզրին» վեպը քառասնամյա գրող կնոջ կյանքն է՝ Խորհրդային Միության քայքայման և դրա հետևանքով աշխարհում տեղի ունեցած շրջադարձային կտրուկ փոփոխությունների համապատկերում։ Այն բազմաշերտ հոգեբանական վեպ է՝ կնոջ և տղամարդու սիրային հարաբերությունների,
գրականության, լքվածության, ժամանակակից մարդու անհուսության, օտարացման մասին։",16.0,"Ռոմանս, Դրամա"
626,Պարոն Նախագահ,Միգել Անխել Աստուրիաս,https://zangakbookstore.am/media/products/300x0/09287ae2efe6df289031361766fe31ad.jpg,https://zangakbookstore.am/paron-nakhagah,"Գվատեմալացի հռչակավոր գրող Նոբելյան մրցանակի դափնեկիր, «մոգական ռեալիզմի» ռահվիրա Միգել Անխել Աստուրիասի (1899-1974) այս գլուխգործոցը, որ լույս է տեսել 1946-ին, ոչ միայն բռնապետների թեմայով գրված լատինամերիկյան կարևորագույն վեպերից է, այլև ամբողջ համաշխարհային գրականության ամենաառանցքային գործերից մեկը:
Հեղինակը պատկերում է անհայտ երկրի անանուն, սակայն իրական նախատիպ ունեցող մի բռնապետի և իր պատմությունը հյուսում՝ ներկայացնելով նրա տմարդի ու դաժան գործողություններից մի քանիսը միայն և ցույց տալով, թե ինչպես կարող են դրանք կործանել անհատների կյանքն ու ազդել ամբողջ հասարակության վրա: Վեպն իրական հիմքեր ունի. հեղինակը վկա է եղել, թե ինչպես է տանջամահ արվել իր երկրի բռնապետ նախագահի քաղաքական հակառակորդներից մեկը՝ վստահ, թե կինն անհավատարիմ է եղել իրեն:",16.0,"Կենսագրություն, Դրամա"
627,Դաշնամուր,Աղավնի Գրիգորյան,https://zangakbookstore.am/media/products/300x0/8eadcd278e85e7329e2b8db3acee513b.jpg,https://zangakbookstore.am/dashnamur,"Աղավնի Գրիգորյանի «Դաշնամուր» պատմվածքների ժողովածուի մեղեդին սահում է կյանքի տարբեր՝ շոշափելի կամ երևակայական ստեղների վրայով, ընթերցողին լսելի է դարձնում մանկության քաղցրությամբ և արտագաղթի ցավով, երբեմն էլ՝ զուգահեռ աշխարհների հմայանքով թրթռացող ելևէջները:",16.0,"Պոեզիա, Կատակերգություն"
628,Պատվի համար,Ալեքսանդր Շիրվանզադե,https://zangakbookstore.am/media/products/300x0/c18ce7553b55497f92403a9118ae3cfd.jpg,https://zangakbookstore.am/patvi-hamar,"Շիրվանզադեի «Պատվի համար» դրաման հայ գրականության անմահ արժեքներից է։ Գրված լինելով 1905 թվականին՝ այն առ այսօր շարունակում է բեմադրվել ու ընթերցվել, որովհետև դրամայում բարձրացված խնդիրները, պատկերված հարաբերություններն ու կերպարը, որոշակի փոփոխությունների ենթարկվելով, այնուամենայնիվ, դեռևս իշխող են ժամանակակից հասարակությունների մեջ։",12.0,"Դրամա, Ռոմանս"
629,Հոգատարության կապանքներում,Հայնրիխ Բյոլ,https://zangakbookstore.am/media/products/300x0/f2b7a1801ce38809f27cf2e4a8c29b0c.jpg,https://zangakbookstore.am/hogatarutyan-kapanqnerum,"Գերմանացի գրող, Նոբելյան մրցանակի դափնեկիր Հայնրիխ Բյոլի (1917-1985) «Հոգատարության կապանքներում» վեպը առանձին,
բայց փոխկապակցված դրվագներով պատմություն է: Վեպի յուրաքանչյուր հերոս իր տեսանկյունից է նայում իրադարձություններին, բայց այդ բոլոր տեսանկյունների համախումբը վերհանում է հուզիչ ու
ինչ֊որ տեղ նաև ողբերգական մի պատմություն, որտեղ երևակվում է քաղաքական, հասարակական, սոցիալական հարցադրումների մի մեծ համապատկեր:",16.0,"Դրամա, Կատակերգություն"
630,locus morbi,Լիլիթ Բաղդասարյան,https://zangakbookstore.am/media/products/300x0/1a6b7cccc427e97c0d79314e3dbd5e10.png,https://zangakbookstore.am/locus-morbi,"Սա գիրք է, որտեղ խոսվում է գրականության և սիրո մասին, կամ Սիրո` որտեղից սկսվում է գրականությունը: locus morbi թարգմանաբար նշանակում է ախտահարման օջախ, որը հեղինակի կյանքի ճեղքն է՝ խոռոչը, որտեղից զգացողություններն ու գիտակցումը, ճանաչողությունն ու վերլուծությունները և այն ամենն, ինչ ստեղծում է մարդուն, շարունակաբար լցվում է իր մեջ: Գիրքը հեղինակի ապրելու և ավելին զգալու միջտարածությունն է, միակ փաստը և իրեղեն ապացույցը։",16.0,"Դրամա, Առեղծված"
631,Զարեհ՝ թագաժառանգ հայոց,Արմեն Մալխասյան,https://zangakbookstore.am/media/products/300x0/826a9ecb0f1c0c44ea2e4b4587b53afd.jpg,https://zangakbookstore.am/zareh-tagazharang-hayots,"Վեպում նկարագրված իրադարձությունները տեղի են ունենում մ․թ․ա․ 72-69 թթ․ Ասորիքի թագավորությունում, որն այդ ժամանակ մտնում էր արքայից արքա Տիգրան Մեծի կայսրության կազմի մեջ։",16.0,"Պատմական գեղարվեստական գրականություն, Թրիլլեր"
632,Շուշաններ,Արմինե Գաբրիելյան,https://zangakbookstore.am/media/products/300x0/817b3c00a413e9aec611ef94450cfc70.jpg,https://zangakbookstore.am/shushanner,"«Արդի» մատենաշարի սույն հատորով լույս է տեսնում Արմինե Գաբրիելյանի «Շուշաններ» ժողովածուն։ Այն հեղինակի անդրանիկ գիրքն է։ Ժողովածուն ընդգրկում է մի շարք պատմվածքներ, որոնցից որոշները հրապարակվել են գրական մամուլում։
Արմինե Գաբրիելյանի գրական կենսատարածքը Արարատյան դաշտն է, հերոսները՝ այնտեղ ապրող պարզ ու հասարակ մարդիկ, առավելաբար կանայք՝ իրենց առօրյա հոգսերով, մաքառումներով ու սիրով։
«Բնաշխարհը, ուր ապրում, մեռնում կամ շարունակում են ապրել, թախծել, երազել, երբեմն ակամա փիլիսոփայել Արմինե Գաբրիելյանի անդրանիկ այս ժողովածուի հերոսները, հարազատ է։ Այն ո՛չ Մթնաձորն է, ո՛չ Ծմակուտը, ո՛չ էլ առավել ևս Յոքնափաթոֆան։ Բայց առանձնացած է, փակ, թեև Չարենցի բնորոշմամբ «անդուռ ու խորշակյալ» Արարատյան դաշտն է։ Գրքի ընդհանրական կերպարն էլ Կոստան Զարյանի «Արարատյան գերմարդը» չէ։ Նա ամենասովորական մարդն է՝ Երկիր մոլորակի վրա ինչ-որ տեղում իրեն տրված ժամանակում երջանիկ լինելու հասարակ ձգտումով, որին հասնելը, սակայն, դժվար կամ անհնար է թվում»։",16.0,"Կենսագրություն, Դրամա"
633,Վազող ամպերի հետքերով,Մանե Մարտիրոսյան,https://zangakbookstore.am/media/products/300x0/62ea77be4b25a9ed948c6a390b867145.jpg,https://zangakbookstore.am/vazokh-amperi-hetqerov,"Պատմությունը պուտավոր զգեստով աղջկա կյանքի մի նոր փուլի, վազող ամպերի հետքերով դեռ չիրականացված և նոր երազանքների ետևից սլանալու մասին է։
Հերոսուհին ներկայացնում է ֆրանսիական և հայկական միջավայրերի տարբերությունները, կիսվում է ավանդապաշտ ծնողներին հաղթելու, կին և տղամարդ առողջ փոխհարաբերությունների իր գաղտնիքներով, անձնական դժվարություններով, ձեռքբերումներով, հույզերով ու ապրումներով։
Պատմությունը մեկ անգամ ևս ստիպում է հասկանալ, որ հոգեկան հանգստությունը, ներդաշնակությունն ու սերը վեր են բոլոր հրաշքներից։",16.0,"Ռոմանս, Դրամա"
634,Նանա իշխանուհու կամուրջը,Հրանտ Մաթևոսյան,https://zangakbookstore.am/media/products/300x0/6408ba6c59e5f72610cbbbf40958223f.jpg,https://zangakbookstore.am/nana-ishkhanuhu-kamurjy,"<<Նանա իշխանուհու կամուրջը>> ժողովածուն ընդգրկում է երեք պատմված և համանուն վիպակը, որ տարբեր պատճառներով դուրս են մնացել հեղինակի կենդանության օրոք հրատարակված գրքերից և գեղարվեստական ինքնին արժեք ներկայացնելուց բացի, ամբողջացնում են մեծ գրողի ստեղծագործական մեկնարկի վերաբերյալ ընթերցողի պատկերացումը։",16.0,"Պոեզիա, Կենսագրություն"
635,Մեն ու միակ մոլորակ,Մհեր Իսրայելյան,https://zangakbookstore.am/media/products/300x0/05fa1b864abfb0d2f6ee171e80b1a4e1.jpg,https://zangakbookstore.am/men-u-miak-molorak,"Մհեր Իսրայելյանի <<Մեն ու միակ մոլորակ>> ժողովածուի պատմվածքները մարդու մասին են։ Պարզապե սմարդու, որ ծնվում է ու մեռնում, որ ծիծաղում է և լաց լինում, որ ճաշակում է պատերազմի դառնահամն ու ըմբոշխնում խաղաղության բերկրանքը։ Հայաստանը սիրո կարոտ մեր փոքր հայրենիքն է, Երկիր մոլորակը՝ մեծ հայրենիքը։ Մարդկությանը միավորում է խաղաղ ու իմաստալից ապրելու երազանքը՝ այ մեն ու միակի վրա, որ պտտվում և դեռ երկար շարունակելու է պտտվել։",16.0,"Ռոմանս, Կենսագրություն"
636,Ճակատագրական դժբախտություն,Պետեր Հանդքե,https://zangakbookstore.am/media/products/300x0/7dba738335641603e38b4fa264a6aaed.jpg,https://zangakbookstore.am/chakatagrakan-dzhbakhtutyun,Նոբելյան մրցանակի դափնեկիր Պետեր Հանդքեի «Ճակատագրական դժբախտություն» վիպակը նրա լավագույն ստեղծագործությունն է: Մոր ինքնասպանությունը գրողին մղում է փաստագրելու նրա կյանքը՝ երբեմն գրելով նույնիսկ անգրելին:,16.0,"Կենսագրություն, Պոեզիա"
637,Քրիստոսը կրկին է խաչվում,Նիկոս Կազանձակիս,https://zangakbookstore.am/media/products/300x0/89c51f17443e54365c6694ee78f6fd55.jpg,https://zangakbookstore.am/qristosy-khachvum-e-krkin,"«Քրիստոսը կրկին է խաչվում» վեպը հիմնված է սոցիալական սուր բախումների վրա, որը հանգեցնում է Կազանձակիսի հերոսների կողմից Քրիստոսի անհատականության տարբեր մեկնաբանությունների: Իրադարձությունների առեղծվածային ճակատագրականությունը վեպին հաղորդում է խորհրդավոր երանգներ:",16.0,"Առեղծված, Դրամա"
638,Անանկենդան,Ջեսահ,https://zangakbookstore.am/media/products/300x0/cfabd36543efaf094540c0fad8160bb6.jpg,https://zangakbookstore.am/anankendan,"Մեծ քաղաք, նոր բարքեր, նոր ու այդպես էլ չհարազատացող մարդիկ: Մեծ քաղաքն ուրիշ ռիթմ ունի, մեծ քաղաքն իր տեմպն է թելադրում, և ինչքան դժվար է փոքր քաղաքում աննկատ մնալ, նույնքան դժվար է մեծ քաղաքում հայտնի լինել: Գլխավոր կերպարը անցնում է օտար քաղաքի պատրաստած փորձության միջով. մի վայրկյանում արձակած դատավճիռը խաչ է քաշում բոլոր երազանքների վրա: Պայքար, որ դառնում է գերագույն նպատակ, պայքար, որ փոխում է կերպարի էությունը, և պայքար, որ բացահայտված ստի արդյունքում վերածվում է դեպրեսիայի, ապագան դիմավորելու արդարացման փնտրտուքի: Կերպարն անցնում է այս ամենի միջով ու դառնում, ըստ էության, նոր մարդ`անանկենդան:",16.0,"Դրամա, Դետեկտիվ"
639,Քամին,Լիգիա Ղազարյան,https://zangakbookstore.am/media/products/300x0/de787f0ea69338624ce6cb7cd624aabb.jpeg,https://zangakbookstore.am/qamin,,16.0,Unknown
640,Կույսերը,Ալեքս Մայքլիդիս,https://zangakbookstore.am/media/products/300x0/a6ed622ac3fd2542c71ac7e8a14425b0.jpg,https://zangakbookstore.am/kuysery,"Էդվարդ Ֆոսկան մարդասպան է. Մարիանան կասկած անգամ չունի: Բայց Ֆոսկան անհասանելի է, անշոշափելի: Քեմբրիջի համալսարանի հունական ողբերգության բարետես ու խարիզմատիկ պրոֆեսոր Ֆոսկային պաշտում են եւ՛ դասախոսները, եւ՛ ուսանողները, հատկապես «Կույսեր» գաղտնի խմբի անդամները:
Մարիանա Անդրոսը փայլուն, բայց բարդ ու հակասական խմբային թերապեւտ է։ Նրա ուշադրությունը սեւեռվում է «Կույսերի» վրա, երբ Քեմբրիջում գտնում են նրանցից մեկի՝ Մարիանայի զարմուհի Զոուիի ընկերուհու մարմինը:
Մի ժամանակ Մարիանան նույն համալսարանում էր սովորում։ Նա անմիջապես գլխի է ընկնում, որ սրածայր աշտարակների հովվերգական գեղեցկությունն ու հինավուրց ավանդույթները չարագուշակ մի բան են թաքցնում: Նա համոզված է, որ մարդասպանն Էդվարդ Ֆոսկան է, թեեւ վերջինս հիմնավոր ալիբի ունի։ Բայց պրոֆեսորն ինչո՞ւ պիտի թիրախավորեր ուսանողուհու: Եվ ինչո՞ւ է շարունակ վերադառնում կույս Պերսեփոնեի ծեսերին ու Անդրաշխարհի ուղեւորությունների թեմային:
Հերթական դին հայտնաբերելուց հետո Ֆոսկայի մեղքն ապացուցելու գործում Մարիանայի սեւեռուն գաղափարն ուղղակի անկառավարելի է դառնում՝ սպառնալով հողին հավասարեցնել նրա հեղինակությունն էլ, մտերմագույն հարաբերություններն էլ: Մարիանան վճռում է մարդասպանին խանգարել ամեն կերպ, նույնիսկ սեփական կյանքի գնով:",16.0,"Ռոմանս, Դրամա"
641,Վայրի կարապը,Մայքլ Քանինգհեմ,https://zangakbookstore.am/media/products/300x0/a0fbc6ccabc105d0d7313ab05caa0a05.jpg,https://zangakbookstore.am/vayri-karapy,"Քանինգհեմի «Վայրի կարապը և այլ պատումներ» ժողովածուն ընդգրկում է տասը գործ՝ նրբագեղ ու բազմաշերտ պոստմոդեռնիստական տեքստեր, որոնք առավելապես հանրահայտ հեքիաթների արքետիպային սյուժեների վերաշարադրանքն են միանգամայն նորովի և անսպասելի մոտեցմամբ:",16.0,"Պոեզիա, Կատակերգություն"
642,Հայելապատում,Դավիթ Սամվելյան,https://zangakbookstore.am/media/products/300x0/3b09a676c72cab2e54c58c9c8b862810.jpg,https://zangakbookstore.am/hayelapatum,"Լավագույն հարցերը կարող ես միայն ինքդ քեզ տալ,
որովհետև քեզ պատճառած ցավերից ու անհարմարություններից
ամենաազնիվը միայն ինքդ քեզ հասցրածն է։

Դավիթ Սամվելյանի «Հայելապատում» վիպակը, ինչպես անունն է հուշում, մարդու ինքնահայեցման մասին է։ Ստեղծագործության հերոսը, սակայն, ոչ թե հենց սկզբից խոհականորեն իր ներսն է նայում, հանդարտաբար ճանաչում ինքն իրեն, այլ ասես պեղում է սեփական հոգին, մարտնչում ինքն իր և աշխարհի դեմ։ Ի վերջո, փախչելով շրջապատից, ընտանիքից, երկրից՝ նա շտապում է դեպի բաղձալի ազատությունը։ Շուտով, սակայն, ամեն բան գլխիվայր շրջվում է․ հայելին աղավաղում էր պատկերը։",16.0,"Դրամա, Ֆանտաստիկա"
643,Անգլիական և ամերիկյան բանաստեղծություններ,,https://zangakbookstore.am/media/products/300x0/ec07b0ea020210345c91cdd3b19752cd.jpg,https://zangakbookstore.am/angliakan-ev-amerikyan-banastekhtsutyunner,,16.0,Unknown
644,Ֆրանսիական պոեզիա,,https://zangakbookstore.am/media/products/300x0/b353561bace7c6c95462ae611cda2474.jpeg,https://zangakbookstore.am/fransiakan-poezia-1,,14.0,Unknown
645,Գրողի տարածը,Վահե Ղուկասյան,https://zangakbookstore.am/media/products/300x0/f1ecfe62be2b093cd85074ac164a688c.jpg,https://zangakbookstore.am/grokhi-taratsy,,,Unknown
646,Թանգարանի հետնաբեմում,Քեյթ Աթկինսոն,https://zangakbookstore.am/media/products/300x0/9cab33f8c28ea0cec344181b8165216f.jpeg,https://zangakbookstore.am/tangarani-hetnabemum,"Բրիտանացի ժամանակակից գրող, դրամատուրգ Քեյթ Աթքինսընի Թանգարանի հետնաբեմում վեպը մի ընտանեկան տոհմի չորս սերնդի՝ մոտ հարյուր տարի ձգվող պատմություն է՝  լեցուն բազմաթիվ ասռեղծվածներով, անհայտացումներով ու մահերով։ Ինչպե՞ս ապրել այդ բոլոր հիշողությունների բեռով․ սա վեպի հերոսուհու՝ Ռուբի Լենոքսի կյանքի մարտահրավերն է։",14.0,"Դրամա, Կենսագրություն"
