Book ID,Title,Author,Image URL,Book URL,Description,Age,Genres
411,Իլիական,Հոմերոս,https://zangakbookstore.am/media/products/300x0/06e0bdc16cd46f396a16c506dbb8af07.jpg,https://zangakbookstore.am/iliakan,"Գիրքն ընդգրկում է անտիկ աշխարհի մեծագույն բանաստեղծ, եվրոպական գրականության սկզբնավորող Հոմերոսի (մ. թ. ա. VIII դար) առաջին էպիկական պոեմի՝ «Իլիա-կան»-ի հին հունարեն բնագրից արևելահայերեն նոր ամբողջական թարգմանություն՝ ընդարձակ առաջաբանով և ծանոթագրություններով: Քիչ երկեր կան, որոնք իրենց նշա-նակությամբ ու եվրոպական մշակույթի վրա հսկայական ազդեցությամբ կարող են համե-մատելի լինել գրական այս անմահ կոթողի հետ։ «Իլիական»-ը հիացմունքի և նմանակման առարկա է եղել թե՛ անտիկ աշխարհում, թե՛ միջնադարում ու Վերածննդի շրջանում և թե՛ նոր ժամանակներում: Իբրև էպոսի անգերազանցելի նմուշ, այն շարունակում է մեզ գերել ու հիացնել նաև այսօր: Կազմի առաջին էջին՝ «Հե÷եստոսն Աքիլլեսի համար իր կերտած զենք-զրահը տալիս է Թետիսին» («Իլիական», XVIII.614–615), մ.թ.ա. 490–480 թթ. ատտիկյան կարմրաֆիգուր կիլիքս, Հնությունների թանգարան (Altes Museum), Բեռլին: Չորրորդ էջին՝ «Հեկտոր, Հե-կաբե և Անդրոմաքե» («Իլիական», VI.251–285, 390–496), մանրանկար՝ V–VI դդ. Ամբրոզ-յան «Իլիական» (Ilias Ambrosiana) բացառիկ ձեռագրից (էջ 21v), որը պահվում է Միլանի Ամբրոզյան գրադարանում (Bibliotheca Ambrosiana, Cod. F 205 Inf.): Կռնակին՝ Հոմերոս, մ.թ.ա. մոտ 200 թվականի հելլենիստական քանդակի հռոմեական պատճեն, Կապիտոլյան թանգարաններ (Musei Capitolini), Հռոմ:",14.0,"Պատմական գեղարվեստական գրականություն, Պոեզիա"
412,Ջեննի Գերհարդ,Թեոդոր Դրայզեր,https://zangakbookstore.am/media/products/300x0/33c825ece68ce695afb9c045d332687c.jpeg,https://zangakbookstore.am/jenni-gerhard,"«Ջեննի Գերհարդ»  ամերիկյան գրող Թեոդոր Դրայզերի երկրորդ վեպն է՝ հրատարակված 1911 թվականին։ Գրքի գլխավոր հերոսուհուն՝ Ջենևիևին, ով ապրում է Օհայո նահանգում, գայթակղում է սենատոր Բրանդերը։ Բրենդերը խոստանում է ամուսնանալ Ջեննիի հետ։ Այնպես է ստացվում, որ շուտով Ջեննին հղիանում է, իսկ Բրանդերը մահանում է։ Երեխայի ծնվելուց հետո Ջեննին ընտանիքով տեղափոխվում է Քլիվլենդ, որտեղ աշխատանքի է անցնում մի մեծահարուստ տիկնոջ մոտ՝ որպես աղախին։ Ծանոթանում է Լեսթեր Քեյնի՝ խոշոր արդյունաբերողի որդու հետ։ Ջեննին սիրահարվում է Լեսթերին։ Նրանք տեղափոխվում են Չիկագո։ Լեսթերի հայրը մահից առաջ այնպես է փոխում կտակը, որ Լեսթերը կարողանա ստանալ ժառանգության իր բաժինը միայն Ջեննիից բաժանվելու դեպքում։ Լեսթերը երկար ժամանակ չի կարողանում որոշում ընդունել։ Ջեննին որոշում է զոհաբերել սեփական երջանկությունը հանուն Լեսթերի և համոզում է նրան թողնել իրեն։Որոշ ժամանակ անց սենատոր Բրանդերի և Ջեննիի աղջիկը մեռնում է։ Մի քանի տարի անց հիվանդանում է Լեսթեր Քեյնը։ Ջեննին խնամում է նրան։ Լեսթերը վերջապես սեր է խոստովանում նրան։ Մի քանի օր անց Լեսթերը մահանում է։ Ջեննին գաղտնի կերպով ներկա է գտնվում նրա թաղմանը։",14.0,"Դրամա, Ռոմանս"
413,Մեդեան և իր զավակները,Լյուդմիլա Ուլիցկայա,https://zangakbookstore.am/media/products/300x0/dc32cf05c0077f3760b10c4620f9dd8a.jpeg,https://zangakbookstore.am/medean-ev-ir-zavaknery,,16.0,Unknown
414,Մահվան պես հզոր,Գի դը Մոպասան,https://zangakbookstore.am/media/products/300x0/e75ca8ca8c37e8230f3e0bc7208e3cb9.jpeg,https://zangakbookstore.am/mahvan-pes-hzor,,14.0,Unknown
415,Վեց խնդիր դոն Իսիդրո Պարոդիի համար,"Խորխե Լուիս Բորխես, Ադոլֆո Բիոյ Կասարես",https://zangakbookstore.am/media/products/300x0/45c0c9fe315b40b6c6cc71d02591efd6.jpeg,https://zangakbookstore.am/vets-khndir-don-isidro-parodii-hamar,"«Վեց խնդիր դոն Իսիդրո Պարոդիի համար» պատմվա ծքների ժողովածուն նորիո Բուստոս Դոմեկ կեղծանվամբ հեղինակել են որխե Լուիս Բորխեսը և Ադոլֆո Բիոյ Կասա րեսը։ 1942–ին լույս տեսած այս գրական «աճպարարությունը» արգենտինական գրականության նվաճումներից է և հեգնում է դետեկտիվ ժանրի բոլոր կանոնները: Այն լիովին կայացած գրողների գեղեցիկ համագործակցություն է:

Գործող անձինք հայտնվում են լեգենդար համար 273 խցում: Առաջին խորհրդակցության ժամանակ ներկայաց– նում են հանելուկը, որն ապշեցրել է իրենց, այնուհետև լսում են լուծումը, որից պապանձվում են բոլորը։ Հեղինակը պար– զեցնում է հեռադիտակային իրականությունը և դեպքի բոլոր դափնիները թափում Պարոդիի գլխին:

Գիրքը քսաներորդ դարասկզբի Արգենտինայի հասա րակության վատատեսական ախտորոշում է:",16.0,"Կենսագրություն, Դրամա"
416,Քոռ բու,Սադեղ Հեդայաթ,https://zangakbookstore.am/media/products/300x0/989cb8bd0e1634eeaac60a516df75930(1).jpeg,https://zangakbookstore.am/qor-bu,,16.0,Unknown
417,ԱԼ տառը,Նաթանիել Հոթորն,https://zangakbookstore.am/media/products/300x0/d9096cc06546501133d042a94df94b72.jpeg,https://zangakbookstore.am/al-tary,,16.0,Unknown
418,Զատիկը,Դեյվիդ Հերբերթ Լոուրենս,https://zangakbookstore.am/media/products/300x0/4dbac9c94e3b589ffcaa4ebf7dd51c58.jpeg,https://zangakbookstore.am/zatiky,,16.0,Unknown
419,Չարքապատում,Միխայիլ Բուլգակով,https://zangakbookstore.am/media/products/300x0/7544d58060d355246de0ff84949a0d7f.jpeg,https://zangakbookstore.am/charqapatum,,16.0,Unknown
420,Ճակատագրի ձվերը,Միխայիլ Բուլգակով,https://zangakbookstore.am/media/products/300x0/39ee0d0f4a0193844dbd2e775bfa0362.jpeg,https://zangakbookstore.am/chakatagri-dzvery,,16.0,Unknown
421,Սիրիր մերձավորիդ,Էրիխ Մարիա Ռեմարկ,https://zangakbookstore.am/media/products/300x0/8865d5f0e5d316db9a884bd6449fb13f.jpg,https://zangakbookstore.am/sirir-merdzavorid,"«Սիրիր մերձավորիդ» (Liebe Deinen Nächsten) վեպը Է. Մ. Ռեմարկը սկսել է գրել 1938-ի ապրիլին՝ Յութա Իլզե Ցամբոնայի հետ ամուսնանալուց կարճ ժամանակ անց՝ շվեյցարական աքսորի տարիներին: Առաջին անգամ հրատարակվել է 1941-ին՝ Ստոկհոլմի «Բերման Ֆիշեր» աքսորյալների հրատարակչությունում: Գերմանիայում հրատարակվել է միայն 1953-ին:

Վեպի առանցքում բախտակից երեք էմիգրանտների կյանքի պատմությունն է: Քսանմեկամյա Լյուդվիգ Քեռնի, փորձառու, տարեց էմիգրանտ Շթայների և Քեռնի սիրելիի՝ Ռութի շուրջ են ծավալվում վեպի անչափ հուզիչ գործողությունները: Էմիգրանտներ, որ լքել են նացիոնալ-սոցիալիստական Գերմանիան և փորձում են եվրոպական մյուս երկրներում տանիք և աշխատանք գտնել: Պրահայով և Վիեննայով առանց անձնագրի ու փաստաթղթերի փախուստ Շվեյցարիա, նացիոնալ-սոցիալիստների մշտարթուն հետապնդումներ նաև Գերմանիայից դուրս, ի վերջո դրամատիկ հանգուցալուծում Փարիզում: Ուրախ և տխուր, երջանիկ և դժբախտ ակնթարթներ, որ անսպասելի հետևում են իրար ու ի վերջո ըմբռնել տալիս, որ կյանքում ամենակարևորը նույնիսկ ամենածանր պահերին մերձավորի հանդեպ սերն է և հոգատարությունը:",14.0,"Դրամա, Թրիլլեր"
422,Հավալուսն,Սերգեյ Մանուկյան,https://zangakbookstore.am/media/products/300x0/214eca5fcd91d7d07fc8edfd17c99f4e.jpeg,https://zangakbookstore.am/havalusn,,16.0,Unknown
423,Թումանյան քառյակներ,Հովհաննես Թումանյան,https://zangakbookstore.am/media/products/300x0/1d2346046a05e7dc09973ef7f3fe32e7.jpeg,https://zangakbookstore.am/tumanyan-qaryakner,,6.0,Unknown
424,Թաթուլ Վանանդեցի,Արտյոմ Առուստամյան,https://zangakbookstore.am/media/products/300x0/dba1d8c7694ab551df16884584070d61.jpg,https://zangakbookstore.am/tatul-vanandetsi,"1054 թվական։ Օգոստոս ամիս։ Կարսում բոլորն ապրում էին իրենց բնականոն կյանքով մինչև այն պահը, երբ Կարինից լուր ստացվեց, որ քաղաքը հայտնվել էր սելջուկյան թյուրքերի հսկայական զորքի նշանառության տակ, որոնք, սուլթան Տուղրիլ բեկի գլխավորությամբ, մեկ շաբաթից կլինեին Կարսի մատույցներում։ Քաղաքի զինվորական վերնախավը՝ սպարապետ Թաթուլ Վանանդեցու և արքա Գագիկ Կարսեցու գլխավորությամբ, սկսում են քաղաքի պաշտպանության իրականացումը, որին մասնակցում էին բոլոր կարսեցիներն անխտիր...
Վեպը, որի հիմքում իրական դեպքեր ու կերպարներ են, պատմում է պայքարի ու սիրո տարաբնույթ արտահայտումների մասին՝ համեմված տեսարանային վառ նկարագրություններով, բազմաժանր զրույցներով ու դինամիկ, ժամանակային լայն տարածություն ընդգրկող սյուժեով։",16.0,"Թրիլլեր, Դրամա"
425,Պատգամ,Ֆերնանդու Պեսոա,https://zangakbookstore.am/media/products/300x0/5aad66de0910f27e6f35c87fd0e9b9ab.jpeg,https://zangakbookstore.am/patgam,,16.0,Unknown
426,Հինգ խոզուկներ,Ագաթա Քրիստի,https://zangakbookstore.am/media/products/300x0/a9789cdc7e74d7e60a57245ef7c99c73.jpg,https://zangakbookstore.am/hing-khozukner,"Տասնվեց տարի առաջ կատարված հանցագործությունը վկաներից յուրաքանչյուրը վերհիշում ու վերապատմում է իր տեսանկյունից, իսկ մասնավոր խուզարկու Էրքյուլ Պուարոն համոզված է, որ ճշմարտությունը բացահայտել կարող է նաև առանց իրեղեն ապացույցների՝ համադրելով յուրաքանչյուրի պատմածն ու այդ ամենը հոգեբանորեն վերլուծելով:",12.0,"Դետեկտիվ, Առեղծված"
427,սիրիավեպ,Լուսինե Խառատյան,https://zangakbookstore.am/media/products/300x0/d2154d7632049a6da815c9f7eb70d231.jpeg,https://zangakbookstore.am/siriavep,,16.0,Unknown
428,Աբել Սանչես,Միգել դե Ունամունո,https://zangakbookstore.am/media/products/300x0/4946279fa38864bb7e06b5b4680d5610.jpeg,https://zangakbookstore.am/abel-sanches,"«Աբել Սանչես կամ մի տառապանքի պատմություն» խոստովանական վեպը երկու ընկերների՝ Խոակին Մոնեգրոյի և Աբել Սանչեսի ողբերգական պատմությունն է, որը կարելի է ընթերցել իբրև աստվածաշնչյան Աբելի և Կայենի մեկ այլ տարբերակ, որի միջոցով Ունամունոն փորձում է ներթափանցել իսպանացիներին հատուկ պատմական երկու արատների՝ նախանձի և ցինիզմի խորխորատները: Խոակինն անհաղթահարելի նախանձ է զգում Աբելի նկատմամբ, հատկապես երբ վերջինս ամուսնանում է Էլենայի՝ Խոակինի սիրած աղջկա հետ: Այդ պահից սկսած Խոակինի ցանկացած փորձ՝ մոռանալու կամ գերազանցելու ընկերոջը, դատապարտված է, ուստի նա իր կյանքը նվիրում է քայքայող տառապանքին, որն ավարտվում է սկզբում Աբելի, հետո նաև՝ Խոակինի մահով:",16.0,"Դրամա, Թրիլլեր"
429,Ուլյոա տոհմական ամրոցը,Էմիլիա Պարդո Բասան,https://zangakbookstore.am/media/products/300x0/49bdadf4e93d6c0863da830781d6093b.jpg,https://zangakbookstore.am/ulyoa-tohmakan-amrotsy,"«Ուլ յոա տոհմական ամրոցը» վեպը իսպանացի մեծագույն գրող, լրագրող, քննադատ, թարգմանիչ, նատուրալիզմն իսպանական գրականություն բերող և կանանց իրավունքների պաշտպան Էմիլիա Պարդո Բասանի (1851-1921) գլուխգործոցն է: Պարդո Բասանը վաղ տարիքից է սկսել ստեղծագործել, 1880-ականներին արդեն հայտնի էր որպես բանաստեղծուհի և երկու վեպերի հեղինակ, սակայն նրան միանգամից հռչակ է բերում 1886-ին լույս տեսած «Ուլ յոա տոհմական ամրոցը» վեպը, որը քննադատները դասում են XIX դարի կարևորագույն գործերի շարքին: Վեպում հեղինակը տոհմական ամրոցի, դրա երիտասարդ տիրոջ՝ մարքիզ դոն Պեդրո Մոսկոսոյի և մյուս բնակիչների օրինակով նատուրալիստական գծերով ներկայացնում է քաղաքակրթությունից կտրված գալիսիական գյուղը, այնտեղի բիրտ բարքերը, որոնք ի վերջո ճզմում և լուսանցք են նետում տիրող իրավիճակին չհարմարվող կիրթ ու բարոյական անձանց, ինչպիսիք են մարքիզի կինը և ամրոցի կապելլանը: 1985-ին վեպն էկրանացվել է և մեծ հաջողություն ունեցել Իսպանիայում:",16.0,"Կենսագրություն, Երիտասարդական"
430,Սև լույսի ծանր ստվերները,Ար-Մեն,https://zangakbookstore.am/media/products/300x0/21d7ffb77f088623388c4617c066fba3.jpeg,https://zangakbookstore.am/sev-luysi-tsanr-stvernery,,18.0,Unknown
431,Ալ մոնումենտ կամ մեծ մութը,Ջեսահ,https://zangakbookstore.am/media/products/300x0/29c79cce00f1abc5fdd076dc46345659.jpg,https://zangakbookstore.am/al-monument-kam-mets-muty,"Ջեսահի «Ալ մոնումենտ կամ մեծ մութը» վեպ է մարդկային կրքի, աշխարհաստեղծման, և, որ ամենակարևորն է, ազատության մասին՝ գրելու անկաշկանդ և ոչ ընդունված ձևով: Ընթերցողին սպասվում է ոչ դյուրին ուղևորություն, որը կարելի է ատել կամ սիրել միայն:",16.0,"Դրամա, Կատակերգություն"
432,Առեղծվածային պատահար Սթայլզում,Ագաթա Քրիստի,https://zangakbookstore.am/media/products/300x0/d9073edaa674d5ffa8ad453d945caa9f.jpg,https://zangakbookstore.am/arekhtsvatsayin-patahar-staylzum,"Ագաթա Քրիստիի «Առեղծվածային պատահար Սթայլզում» վեպը տարիներ շարունակ միլիոնավոր ընթերցողների գրաված ստեղծագործություններից առաջինն է: 1920 թվականին լույս տեսած գրքում առաջին անգամ հանդիպում ենք աշխարհահռչակ խուզարկու Էրքյուլ Պուարոյին: Բելգիական ոստիկանության նախկին սպան իր մի քանի հայրենակիցների հետ ապաստան է գտել Սթայլզ Քորթ կալվածքի հարևանությամբ՝ փախստականների համար նախատեսված կացարանում: Կալվածքի մեծահարուստ տիրուհու՝ միսիս Ինգլթորփի մահն իսկական իրարանցում է առաջացնում գյուղում, և ընտանիքի անդամները դիմում են Պուարոյին՝ առեղծվածի կծիկը քանդելու:

«Դետեկտիվի թագուհի» Ագաթա Քրիստիի պատկերավոր սպանությունների առեղծվածները տասնամյակներ շարունակ հետապնդել են ընթերցողներին: Նրա գրքերը հրատարակվել են ավելի քան 2 միլիարդ տպաքանակով և թարգմանվել են աշխարհի շուրջ 100 լեզուներով: Ագաթա Քրիստին գրանցված է Գինեսի համաշխարհային ռեկորդների գրքում՝ որպես բոլոր ժամանակների ամենավաճառված վիպագիրը: Նա նաև աշխարհի ամենաշատ թարգմանված հեղինակն է՝ առաջ անցնելով Ժյուլ Վեռնից և Ուիլյամ Շեքսպիրից: Բոլոր ժամանակների ամենախորհրդավոր պատմություններն ու կերպարները կերտած այս բրիտանացի վիպասանը աշխարհին նմանը չունեցող ժառանգություն է թողել:",12.0,"Դետեկտիվ, Առեղծված"
433,Քո երկրի դեսպանը,Ռուբեն Ֆիլյան,https://zangakbookstore.am/media/products/300x0/e5485a8823ba344078e18c7923dc1c24.jpeg,https://zangakbookstore.am/qo-erkri-despany-1,,16.0,Unknown
434,Քո երկրի դեսպանը (Կոշտ կազմ),Ռուբեն Ֆիլյան,https://zangakbookstore.am/media/products/300x0/76a5405c01d22423d9395464cd5724c5.jpeg,https://zangakbookstore.am/qo-erkri-despany,,16.0,Unknown
435,Չորրորդ փողոց,Դավիթ Սամվելյան,https://zangakbookstore.am/media/products/300x0/fee35f29376feffd76b2f4f28806ecdb.jpg,https://zangakbookstore.am/chorrord-pokhots,"Գրքում տեղ են գտել հեղինակի՝ 2015-2022թթ. գրված հին ու նոր 14 պատմվածք և 4 էսսե, որոնց հերոսներին իրար են կապում քաղաքը, Չորրորդ փողոցն ու նույն խնդիրներով անցյալը և ապագայի անորոշությունը, եղանակներն ու տրամադրությունները, խենթություններն ու հիասթափությունները: Սա գիրք է մեր քաղաքի, երկրի և հենց մեր մասին:",16.0,"Պոեզիա, Կենսագրություն"
436,"Այսօրվա, վաղվա և մյուս օրերի համար",Զարուհի Բաթոյան,https://zangakbookstore.am/media/products/300x0/bd8dc20f7fbaac1795fe9345735ca676.jpeg,https://zangakbookstore.am/aysorva-vakhva-ev-myus-oreri-hamar,,16.0,Unknown
437,Անմահների ակադեմիան,Համլետ Առաքելյան,https://zangakbookstore.am/media/products/300x0/e75d93532607f59073e4917ad0759413.jpg,https://zangakbookstore.am/anmahneri-akademian,"Արեգն ու Արան Երևանյան համալսարանում իրենց առաջին տարվա ընթացքում ծանոթանում են տիկին Տարտարոսյանի՝ Անմահության հիմունքների դասախոսի հետ, և սկսում են գնալ գաղտնի անմահական հավաքների, որոնց նպատակը Վիեննայի Անմահության ակադեմիա ընդունվելն է: Դրա համար նրանք պիտի անցնեն անմահության մի քանի հարթակներով, մտածեցում սովորեն ու չշեղվեն անմահական ճանապարհից: Հստակ թվացող ուղին, սակայն, կասկածի տակ է դրվում, երբ Արեգը բացահայտում է Հայկի մատյանը, որ նախահոր թողած ուղեցույցն է դեպի Նրա աշխարհ: Համլետ Առաքել յանի այս հրաշավեպը վերերկրային իրարամերժ ուժերի հարատև պայքարի արտահայտումն է՝ երկու երիտասարդի երկրային հրաշապատում ճանապարհի մեջ:",16.0,"Դրամա, Երիտասարդական"
438,Մամիկ,Նաիրա Աբրահամյան,https://zangakbookstore.am/media/products/300x0/38bf281843ee1cca00015df49e3540a3.jpg,https://zangakbookstore.am/mamik,"Գիրքը հեղինակի առաջին ամփոփ ժողովածուն է, որում տեղ գտած պատմվածքներն ու ակնարկները ներկայացնում են հայկական գյուղի շունչն ու բույրը, բարքերն ու սովորույթները, օրն ու ցավերը, խնդիրները, հայ մարդուն՝ երբեմն առաջին հայացքից միամիտ, բայց խոր ու ազնիվ, հնարամիտ ու պատվախնդիր:",16.0,"Կենսագրություն, Պոեզիա"
439,Ավեստա․ Իրանցիների հնագույն երգերը և տեքստերը,,https://zangakbookstore.am/media/products/300x0/d4d368228e8fe0d7af25d8ad71402af8.jpeg,https://zangakbookstore.am/avesta-irantsineri-hnaguyn-ergery-ev-teqstery,"«Ավեստա»-ն իրանական ժողովրդի նախաիսլամական կրոնի՝ զրադաշտականության սուրբ գիրքն է, որը ստեղծվել է մ.թ.ա. 1-ին հազարամյակի 1-ին կեսին բանավոր ձևով: Հետագայում այն գրի է առնվել (մ.թ. 3-րդ դարում) հնդեվրոպական սաթեմ ճյուղի մի լեզվով, որը պայմանականորեն անվանվում է Ավեստայի լեզու: Զրադաշտականությունը իր մեջ է ամփոփել իրանական առասպելաբանության, սովորույթների և աշխարհընկալման տարրերը, իսկ այդ կրոնի բարոյական կառույցի հիմնասյուներն են բարի միտքը, բարի խոսքը և բարի արարքը, որոնք էլ դարձել են այդ դավանանքի հիմնական ուղենիշը:

Զրադաշտականությունը, լինելով հնդեվրոպական մայր ժողովրդի հավատալիքի ուղղակի ժառանգը, հիմք է նաև այլ հնդեվրոպախոս ժողովուրդների առասպելներն ու սովորույթները ուսումնասիրելու և բացատրելու համար:
Ավեստան ամբողջությամբ հայերեն առանձին գրքով լույս է տեսնում առաջին անգամ:

«Ավեստա»-ն իրանական ժողովրդի նախաիսլամական կրոնի՝ զրադաշտականության սուրբ գիրքն է, որը ստեղծվել է մ.թ.ա. 1-ին հազարամյակի 1-ին կեսին բանավոր ձևով: Հետագայում այն գրի է առնվել (մ.թ. 3-րդ դարում) հնդեվրոպական սաթեմ ճյուղի մի լեզվով, որը պայմանականորեն անվանվում է Ավեստայի լեզու: Զրադաշտականությունը իր մեջ է ամփոփել իրանական առասպելաբանության, սովորույթների և աշխարհընկալման տարրերը, իսկ այդ կրոնի բարոյական կառույցի հիմնասյուներն են բարի միտքը, բարի խոսքը և բարի արարքը, որոնք էլ դարձել են այդ դավանանքի հիմնական ուղենիշը:

Զրադաշտականությունը, լինելով հնդեվրոպական մայր ժողովրդի հավատալիքի ուղղակի ժառանգը, հիմք է նաև այլ հնդեվրոպախոս ժողովուրդների առասպելներն ու սովորույթները ուսումնասիրելու և բացատրելու համար:
Ավեստան ամբողջությամբ հայերեն առանձին գրքով լույս է տեսնում առաջին անգամ:",16.0,"Պատմական գեղարվեստական գրականություն, Պոեզիա"
440,Իմ  գրադարանը․ Րաֆֆի․ Խաչագողի հիշատակարանը,Րաֆֆի,https://zangakbookstore.am/media/products/300x0/f622ad8beb770c11ac8408cb33564833.jpg,https://zangakbookstore.am/khachagokhi-hishatakarany-1,"«Խաչագող» բառը հայերենի ամենաամոթալի բնորոշումներից է, որ տրվել է սրբություն չճանաչող, ամբողջովին այլասերված ծպտյալ խաբեբաներին: Զազրելի հանցագործի այդ ճանապարհն է բռնում նաև Րաֆֆու վեպի հերոսը՝ Մուրադը. նա երկար տարիներ անհայրենիք թափառականի կյանքով է ապրում օտար ծագերում՝ իրար վրա բարդելով նորանոր ոճիրներ: Մուրադին ապականված միջավայրից օգնում է ազատվել երկու ճակատագրական հանդիպում:",12.0,"Դրամա, Դետեկտիվ"
441,"Ցերեկային տուն, գիշերային տուն",Օլգա Տոկարչուկ,https://zangakbookstore.am/media/products/300x0/6e9cec661da2022b870d0ab5a5422c5c.jpeg,https://zangakbookstore.am/tserekayin-tun-gisherayin-tun,"«Ցերեկային տուն, գիշերային տուն»-ը (1998)՝ Օլգա Տոկարչուկի նշանավոր գործերից մեկը, նրա բնորոշմամբ «վեպ աստեղատուն» է՝ տարաբնույթ պատումներից բաղադրված համաստեղություն, որն արտացոլում է Սուդետների (Ստորին Սիլեզիա) այն երկրամասի անցյալն ու ներկան, որի գյուղերից մեկում հեղինակը տուն ունի: Տոկարչուկի ստեղծագործական աշխարհի վրա իր դրոշմը թողած այս բազմամշակութային տարածքը պատմության ընթացքում եղել է տարբեր երկրների կազմում, մինչև որ 1945-ից հետո բաժանվել է Գերմանիայի, Չեխիայի և Լեհաստանի միջև: Լեհ գրողը պոստմոդեռնիստական ոգով ստեղծված իր բազմակողմանի գրքում հարադրել է այլևայլ ոճեր ու ժանրեր, գեղարվեստական հորինվածքը կապակցել էսսեիստիկայի հետ, պոետիզմը՝ փիլիսոփայության, իրական կյանքը՝ երազների, իսկ առօրեականությունն ու դիցականությունն այնպես հմտորեն է միահյուսել, որ մանրուքներն անգամ համապարփակ բովանդակություն են ստացել:",16.0,"Կենսագրություն, Պոեզիա"
442,Հիշողություններ ապագայի մասին,Սիգիզմունդ Կրժիժանովսկի,https://zangakbookstore.am/media/products/300x0/f4c5a6835b38efc4c53f48409d461c0e.jpeg,https://zangakbookstore.am/hishokhutyunner-apagayi-masin,,16.0,Unknown
443,Ֆրիդա կամ ցավի մասին,Սլավենկա Դրակուլիչ,https://zangakbookstore.am/media/products/300x0/fad3a14099d31c4c4d3295e945e4fca3.jpeg,https://zangakbookstore.am/frida-kam-tsavi-masin,,16.0,Unknown
444,Երեքգրոշանոց օպերա: Կուրաժ մայրիկն ու նրա երեխաները,Բերթոլթ Բրեխթ,https://zangakbookstore.am/media/products/300x0/8e61c97641c41b4124a51f6312b675b9.jpg,https://zangakbookstore.am/ereqgroshanots-opera-kurazh-mayrikn-u-nra-erekhanery,"«Երեքգրոշանոց օպերան» (1928) և «Կուրաժ մայրիկն ու նրա երեխաները» (1939) բրեխթյան դրամատուրգիայի գլուխգործոցներն են՝ XX դարի թատրոնի խոշորագույն դեմքերից մեկի ամենահռչակավոր երկերը: Առաջինը Ջոն Գրեյի «Մուրացկանի օպերա» ստեղծագործության (1728) սյուժետային հենքի վրա գրված սոցիալական երգիծանք է բալլադային մյուզիքլի ոգով, երկրորդը՝ ցնցող հակապատերազմական դրամա, որի հերոսուհին համաշխարհային խաղացանկի ամենատպավորիչ կերպարներից մեկն է:",16.0,"Կատակերգություն, Դրամա"
445,Համավարակ։ Գուրգեն Խանջյան,Գուրգեն Խանջյան,https://zangakbookstore.am/media/products/300x0/983f818c582750237dcb78fc303f8fee.jpg,https://zangakbookstore.am/hamavarak-1,"Գուրգեն Խանջյանի «Համավարակ» վեպը վերադարձի պատմություն է, ինչ-որ տեղ գուցե ստիպված վերադարձի: Բայց ծավալվող դեպքերն ու իրադարձությունները, ներառելով համավարակի ու պատերազմի իրողությունները, հայրենիքում մնալու աղոտ հեռանկարը վերածվում են հաստատակամ որոշման:",16.0,"Թրիլլեր, Կենսագրություն"
446,Քոլագիր,Կորյուն Բաղդասարյան,https://zangakbookstore.am/media/products/300x0/9c671f3665d4111bcfe607b528817d6e.jpg,https://zangakbookstore.am/qolagir,"Պատմվածքների հերոսները զինվորներ ու սպաներ են, սահմանամերձ գյուղերի բնակիչներ, իրական մարդիկ, որոնց միջոցով հեղինակը ստեղծել է Հայոց բանակաշինության համեստ «մշակների» կերպարներ:",16.0,"Կենսագրություն, Արկածային"
447,Դոկտոր Մորոյի կղզին,Հերբերտ Ուելս,https://zangakbookstore.am/media/products/300x0/9768cf91883e4b36055be7a8d113a722.jpeg,https://zangakbookstore.am/doktor-moroyi-kkhzin,"Մեծ գիտնականը և կենդանահերձը չի կարող իր կարողությունները իրականացնել Լոնդոնում, և կենդանիների հետ դաժան վերաբերմունքի ու գազանային փորձարկումների համար նա աքսորվում է կղզի, որտեղ իրագործվում է իր կյանքի երազանքը՝ կենդանիներին փոխակերպում է մարդ-գազանների։ Արարածներից մեկը սպանում է իրենց ստեղծողին, և մարդ-գազանները հետզհետե վերադառնում են իրենց կենդանական վիճակին։",12.0,"Դրամա, Թրիլլեր"
448,Անգլուխ ձիավորը,Թոմաս Մայն Ռիդ,https://zangakbookstore.am/media/products/300x0/0d57e9c428a5a4f9e322b99026521fa2.jpeg,https://zangakbookstore.am/anglukh-dziavory,,12.0,Unknown
449,Հայկ Նահապետ,Արմենուհի Դեմիրճյան,https://zangakbookstore.am/media/products/300x0/c55718434ab6fc106bdd788400dc7bff.jpeg,https://zangakbookstore.am/hayk-nahapet,,12.0,Unknown
450,Խենթը,Րաֆֆի,https://zangakbookstore.am/media/products/300x0/ad748965a3c9ba699d1f9426742f7eaf.jpeg,https://zangakbookstore.am/khenty-1,"Հայ ազգային-ազատագրական շարժման վերելքը, կապված 1877-1878 թվականների ռուս-թուրքական պատերազմի իրադարձությունների հետ, ամբողջ խորությամբ բացահայտեցին Րաֆֆու ստեղծագործական տաղանդի հնարավորությունները։ Րաֆֆին առաջադրում է ազգային-ազատագրական պայքարի գաղափարը՝ արևմտահայ ժողովրդի գլխավոր խնդիրը համարելով այդ գաղափարի «անդադար և անընդհատ նախապատրաստությունը»։ Այս ծրագրի գեղարվեստական արտահայտությունը հանդիսացավ նաև «Խենթը» վեպը, որը նա գրեց 1881 թվականին։",12.0,"Պատմական գեղարվեստական գրականություն, Կենսագրություն"
